"SEQN","Gender_discrete","Age_continuous","Race_discrete","Education_discrete","WTINT2YR_continuous","WTMEC2YR_continuous","SDMVPSU_continuous","SDMVSTRA_continuous"
90688,"Male",59,"Other Race - Including Multi-Racial","Some college or AA degree",14419.40568,16266.992167,1,133
90689,"Male",72,"Other Race - Including Multi-Racial","Some college or AA degree",14297.243624,14379.856072,2,132
90690,"Female",80,"Non-Hispanic White","High school graduate/GED or equivalent",59071.63354,67842.442747,2,130
90691,"Female",61,"Non-Hispanic White","High school graduate/GED or equivalent",157834.085862,155063.939046,1,121
90692,"Female",30,"Non-Hispanic White","High school graduate/GED or equivalent",54214.337144,53881.493598,1,122
90693,"Female",13,"Mexican American",NA,13136.233507,13201.916563,1,128
90694,"Male",61,"Non-Hispanic White","High school graduate/GED or equivalent",125455.905291,124262.70982,2,125
90695,"Female",9,"Non-Hispanic Black",NA,6277.512891,6316.745519,1,123
90696,"Male",44,"Other Race - Including Multi-Racial","College graduate or above",12509.61149,13107.189852,2,124
90697,"Male",7,"Non-Hispanic White",NA,25045.376261,24935.260359,2,126
90698,"Male",61,"Other Hispanic","Some college or AA degree",7488.563766,10024.89583,1,133
90699,"Male",7,"Other Race - Including Multi-Racial",NA,11653.568976,11532.72253,2,128
90700,"Female",40,"Non-Hispanic Black","College graduate or above",21848.476095,21895.385958,2,130
90701,"Female",57,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",22609.87316,22658.417784,1,126
90702,"Male",49,"Other Hispanic","Some college or AA degree",31258.437404,30979.47591,2,132
90703,"Female",35,"Other Race - Including Multi-Racial","Some college or AA degree",12817.56984,13606.800072,2,121
90704,"Female",2,"Other Race - Including Multi-Racial",NA,6570.191535,6700.035809,1,119
90705,"Female",4,"Non-Hispanic Black",NA,9698.881238,10081.578631,2,132
90706,"Male",6,"Mexican American",NA,14558.521171,14906.300981,2,132
90707,"Male",50,"Non-Hispanic White","Some college or AA degree",27324.449188,29622.780837,2,132
90708,"Male",15,"Non-Hispanic White",NA,48295.831053,49392.788112,1,123
90709,"Male",4,"Non-Hispanic Black",NA,12903.216923,13326.586959,2,125
90710,"Female",23,"Non-Hispanic White","College graduate or above",107361.906644,105080.445194,2,119
90711,"Male",80,"Non-Hispanic White","College graduate or above",17621.617714,18831.191175,2,131
90712,"Female",16,"Non-Hispanic White",NA,44197.084155,45395.859212,2,132
90713,"Male",30,"Mexican American","College graduate or above",27306.863402,27454.743859,2,133
90714,"Male",14,"Non-Hispanic White",NA,33099.245712,33769.017022,2,131
90715,"Male",20,"Other Race - Including Multi-Racial","Some college or AA degree",20888.973222,19747.102177,2,119
90716,"Male",7,"Mexican American",NA,16102.26856,16428.180889,2,129
90717,"Male",15,"Non-Hispanic White",NA,62112.466284,73149.510744,1,129
90718,"Female",31,"Other Race - Including Multi-Racial","College graduate or above",14436.861352,14822.4767,1,122
90719,"Female",74,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",97087.287794,102198.596528,1,130
90720,"Female",44,"Other Hispanic","Some college or AA degree",18887.470234,19193.356019,1,124
90721,"Female",43,"Other Race - Including Multi-Racial","Some college or AA degree",30968.466762,32813.34599,1,122
90722,"Male",31,"Other Race - Including Multi-Racial","College graduate or above",48711.766604,48980.262955,2,122
90723,"Female",13,"Non-Hispanic White",NA,84520.523189,97669.727559,2,124
90724,"Female",56,"Other Hispanic","High school graduate/GED or equivalent",30533.873739,31949.444879,2,127
90725,"Male",4,"Non-Hispanic Black",NA,8118.258946,8489.818928,1,124
90726,"Female",32,"Other Race - Including Multi-Racial","College graduate or above",22684.691804,24028.445751,2,131
90727,"Male",13,"Non-Hispanic White",NA,37071.869852,0,2,124
90728,"Female",17,"Non-Hispanic White",NA,57459.7189,60263.9925,1,130
90729,"Male",13,"Non-Hispanic White",NA,20527.795766,20994.049477,2,132
90730,"Male",3,"Other Race - Including Multi-Racial",NA,10633.511362,10844.046803,2,131
90731,"Female",4,"Mexican American",NA,20621.78727,21604.953401,2,124
90732,"Male",74,"Non-Hispanic White","Some college or AA degree",16173.817946,16403.160304,1,125
90733,"Male",28,"Non-Hispanic White","High school graduate/GED or equivalent",65246.387928,69987.643416,2,132
90734,"Female",6,"Other Race - Including Multi-Racial",NA,26948.936625,26454.345398,1,130
90735,"Female",17,"Non-Hispanic Black",NA,10350.189442,10113.577675,1,119
90736,"Female",14,"Other Race - Including Multi-Racial",NA,13834.669464,13551.235072,2,120
90737,"Male",6,"Non-Hispanic Black",NA,12737.456967,13271.756805,2,131
90738,"Male",6,"Other Hispanic",NA,10285.72054,10594.330565,2,129
90739,"Male",70,"Other Hispanic","Less than 9th grade",8822.464405,9398.263869,1,121
90740,"Female",4,"Non-Hispanic Black",NA,8256.30183,8582.078083,2,132
90741,"Male",13,"Non-Hispanic White",NA,23118.789662,0,1,125
90742,"Female",27,"Other Race - Including Multi-Racial","Some college or AA degree",23530.550065,24354.654346,1,132
90743,"Male",2,"Non-Hispanic Black",NA,8308.881176,8457.071036,1,126
90744,"Female",20,"Non-Hispanic White","Some college or AA degree",76513.64465,77260.121031,1,121
90745,"Female",32,"Non-Hispanic White","Some college or AA degree",103629.199247,106490.272034,2,132
90746,"Female",35,"Other Hispanic","College graduate or above",24318.73001,25438.117685,2,119
90747,"Male",24,"Non-Hispanic White","College graduate or above",112380.521454,119624.115972,2,123
90748,"Female",61,"Mexican American","College graduate or above",7898.180581,7689.63082,1,128
90749,"Male",0,"Mexican American",NA,6174.277538,6102.019628,1,128
90750,"Male",5,"Other Hispanic",NA,16076.310014,16733.674381,1,129
90751,"Male",2,"Mexican American",NA,9489.853377,9787.764143,1,120
90752,"Male",73,"Mexican American","Less than 9th grade",8510.050344,8601.674243,1,127
90753,"Male",3,"Non-Hispanic Black",NA,10403.192544,12096.381961,2,126
90754,"Female",27,"Mexican American","High school graduate/GED or equivalent",22756.454678,28470.652578,1,127
90755,"Female",39,"Non-Hispanic Black","Some college or AA degree",34363.297467,34428.656348,1,132
90756,"Female",15,"Non-Hispanic White",NA,43652.418435,44727.781287,1,131
90757,"Male",0,"Non-Hispanic White",NA,11024.177538,10817.866282,1,131
90758,"Male",32,"Non-Hispanic White","Less than 9th grade",27663.044805,35139.459891,1,131
90759,"Male",3,"Other Hispanic",NA,16076.310014,16733.674381,1,129
90760,"Female",61,"Other Hispanic","High school graduate/GED or equivalent",8726.680526,8355.997753,1,124
90761,"Female",3,"Non-Hispanic White",NA,31968.527001,31319.077025,1,131
90762,"Female",12,"Other Race - Including Multi-Racial",NA,12785.562422,16675.934463,2,131
90763,"Female",7,"Non-Hispanic Black",NA,13190.007674,13164.094935,2,130
90764,"Male",69,"Mexican American","Less than 9th grade",8386.346736,8214.432914,1,128
90765,"Female",11,"Other Race - Including Multi-Racial",NA,18507.61157,21322.035552,1,130
90766,"Male",35,"Non-Hispanic White","Less than 9th grade",82360.45651,84908.663669,2,123
90767,"Female",40,"Mexican American","High school graduate/GED or equivalent",32306.824984,33203.714297,2,127
90768,"Female",48,"Other Hispanic","College graduate or above",22292.736879,25353.059353,1,124
90769,"Female",5,"Mexican American",NA,14160.643143,15864.404093,1,130
90770,"Female",0,"Non-Hispanic White",NA,10148.699851,10376.252768,2,132
90771,"Male",29,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",12166.992254,11501.897995,1,133
90772,"Male",72,"Non-Hispanic White","High school graduate/GED or equivalent",19398.327012,19348.622957,2,130
90773,"Female",13,"Non-Hispanic White",NA,28035.097774,29086.197905,1,131
90774,"Female",7,"Other Race - Including Multi-Racial",NA,11894.902917,11871.534507,1,126
90775,"Female",53,"Mexican American","Some college or AA degree",20180.772551,21116.366883,1,124
90776,"Female",40,"Non-Hispanic White","Some college or AA degree",54026.151494,55337.157764,1,126
90777,"Male",15,"Mexican American",NA,17839.375952,17509.171815,1,128
90778,"Male",10,"Non-Hispanic White",NA,16752.910981,16679.254196,1,130
90779,"Male",11,"Other Hispanic",NA,20559.705659,20879.000575,2,127
90780,"Male",15,"Mexican American",NA,15083.548114,14764.341627,1,120
90781,"Male",8,"Non-Hispanic Black",NA,14011.202663,16615.271567,1,132
90782,"Female",17,"Other Race - Including Multi-Racial",NA,8940.868195,8839.274708,2,133
90783,"Male",47,"Non-Hispanic Black","High school graduate/GED or equivalent",18743.386371,18442.99239,2,131
90784,"Male",4,"Non-Hispanic Black",NA,13786.269171,0,2,130
90785,"Male",16,"Other Hispanic",NA,23288.571211,26175.919902,2,121
90786,"Male",19,"Other Hispanic",NA,12525.109834,12406.430893,1,124
90787,"Female",4,"Non-Hispanic Black",NA,12613.355041,13042.860694,2,130
90788,"Female",0,"Non-Hispanic White",NA,17894.336831,17974.90023,2,132
90789,"Female",46,"Non-Hispanic White","College graduate or above",117625.726382,120863.4639,2,119
90790,"Male",19,"Other Race - Including Multi-Racial",NA,13068.477842,12873.197512,2,124
90791,"Male",6,"Non-Hispanic White",NA,24066.436663,23902.568028,1,127
90792,"Female",11,"Mexican American",NA,9735.820814,9657.511503,2,124
90793,"Female",53,"Other Hispanic","Some college or AA degree",14901.524307,15142.857022,1,124
90794,"Female",33,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",21528.861284,22804.148274,1,121
90795,"Male",18,"Mexican American",NA,14494.451776,14187.712076,1,121
90796,"Male",28,"Non-Hispanic White","Some college or AA degree",75178.155446,80819.112454,1,131
90797,"Female",62,"Mexican American","High school graduate/GED or equivalent",9845.729657,9585.755282,1,127
90798,"Female",35,"Other Hispanic","Less than 9th grade",16451.757275,17940.406891,1,119
90799,"Female",2,"Non-Hispanic Black",NA,6325.927217,6366.611195,2,126
90800,"Male",32,"Other Hispanic","High school graduate/GED or equivalent",37547.151398,37750.488187,1,132
90801,"Female",15,"Other Race - Including Multi-Racial",NA,16622.979548,18107.112729,2,122
90802,"Male",74,"Non-Hispanic White","Some college or AA degree",20164.80286,20281.319287,1,122
90803,"Male",25,"Non-Hispanic White","College graduate or above",140387.214013,168621.302955,2,122
90804,"Female",27,"Non-Hispanic Black","Some college or AA degree",32201.958217,32281.041441,2,132
90805,"Female",22,"Non-Hispanic Black","High school graduate/GED or equivalent",29425.052496,29497.316053,1,123
90806,"Male",16,"Non-Hispanic White",NA,31036.128343,31664.151971,2,131
90807,"Male",4,"Other Race - Including Multi-Racial",NA,12879.127095,13539.001044,1,129
90808,"Female",48,"Non-Hispanic White","Some college or AA degree",37567.166108,37162.788072,2,131
90809,"Male",1,"Mexican American",NA,12659.39726,13177.043204,1,128
90810,"Female",8,"Non-Hispanic White",NA,28427.801402,32212.986372,1,130
90811,"Female",64,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",7895.568095,7666.918971,1,124
90812,"Male",35,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",35537.730646,40936.250592,2,120
90813,"Male",47,"Non-Hispanic White","High school graduate/GED or equivalent",151411.357896,159281.290544,1,122
90814,"Female",80,"Non-Hispanic White","Some college or AA degree",41459.220566,45999.378825,2,126
90815,"Male",44,"Other Race - Including Multi-Racial","College graduate or above",11010.855816,11003.103546,2,128
90816,"Female",10,"Other Hispanic",NA,9382.111831,9610.992522,1,119
90817,"Female",61,"Non-Hispanic White","Some college or AA degree",161287.040052,159781.289142,2,125
90818,"Male",22,"Non-Hispanic Black","Some college or AA degree",23846.251949,23792.383789,2,126
90819,"Male",51,"Other Race - Including Multi-Racial","Less than 9th grade",12605.316651,12909.718989,2,119
90820,"Female",16,"Non-Hispanic White",NA,43652.418435,44727.781287,1,131
90821,"Male",0,"Non-Hispanic Black",NA,9664.130173,10125.661676,2,129
90822,"Male",2,"Non-Hispanic White",NA,19257.973327,22154.688491,2,126
90823,"Male",14,"Non-Hispanic White",NA,19518.725834,19913.692012,2,132
90824,"Male",61,"Non-Hispanic Black","Some college or AA degree",9741.482998,9680.283373,2,126
90825,"Male",65,"Non-Hispanic Black","Some college or AA degree",14637.30172,14545.344738,2,130
90826,"Female",3,"Non-Hispanic White",NA,24487.085659,26253.003554,1,131
90827,"Male",8,"Other Race - Including Multi-Racial",NA,9054.021778,9344.387317,2,126
90828,"Male",0,"Mexican American",NA,5778.541514,5658.805179,1,133
90829,"Male",65,"Non-Hispanic White","College graduate or above",125693.279058,126587.540245,1,125
90830,"Female",9,"Non-Hispanic Black",NA,7953.622806,8217.495913,1,119
90831,"Male",80,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",15289.514079,16339.008556,2,126
90832,"Female",26,"Other Hispanic","College graduate or above",26281.996123,25809.940575,1,124
90833,"Male",24,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",42340.949528,46620.685882,2,128
90834,"Male",6,"Non-Hispanic White",NA,41619.92416,41336.533633,2,128
90835,"Female",68,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",6178.307943,7499.064085,1,119
90836,"Male",16,"Other Race - Including Multi-Racial",NA,10735.083533,10378.894437,2,122
90837,"Female",23,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",26736.578579,27008.986269,1,132
90838,"Male",0,"Non-Hispanic White",NA,13362.893121,14478.79307,1,125
90839,"Male",3,"Other Race - Including Multi-Racial",NA,9732.687746,9873.76551,1,123
90840,"Female",10,"Non-Hispanic White",NA,29724.415374,39402.834948,1,131
90841,"Male",54,"Other Hispanic","College graduate or above",34969.073514,36161.701362,2,128
90842,"Female",25,"Non-Hispanic White","Some college or AA degree",92880.869567,93787.026576,1,126
90843,"Male",63,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",8261.762664,8113.690331,1,127
90844,"Male",4,"Other Race - Including Multi-Racial",NA,8739.85586,8629.709801,1,122
90845,"Male",22,"Non-Hispanic White","Some college or AA degree",132839.626354,149048.001021,2,133
90846,"Female",48,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",17880.493502,17918.883891,2,126
90847,"Female",80,"Non-Hispanic White","College graduate or above",61405.699792,64716.819333,1,122
90848,"Male",45,"Other Race - Including Multi-Racial","College graduate or above",15423.650599,15618.342571,1,125
90849,"Male",60,"Non-Hispanic White","High school graduate/GED or equivalent",126173.047977,127070.722542,1,130
90850,"Female",62,"Other Hispanic","Less than 9th grade",9632.695762,9223.528226,1,120
90851,"Female",32,"Other Race - Including Multi-Racial","College graduate or above",53504.199549,54981.383686,2,128
90852,"Female",34,"Other Race - Including Multi-Racial","College graduate or above",20254.953869,24023.92945,1,119
90853,"Female",14,"Mexican American",NA,16303.355164,16198.414259,2,129
90854,"Male",69,"Other Hispanic","High school graduate/GED or equivalent",7864.276428,7595.830947,1,124
90855,"Male",0,"Non-Hispanic Black",NA,15171.789771,15391.278441,1,126
90856,"Female",42,"Other Hispanic","College graduate or above",20507.887459,20565.743264,2,129
90857,"Male",3,"Other Hispanic",NA,18743.490056,19509.916087,1,132
90858,"Female",0,"Non-Hispanic Black",NA,6691.675424,6794.560919,1,126
90859,"Female",50,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",17511.544761,17997.693349,1,125
90860,"Male",10,"Non-Hispanic Black",NA,13936.001772,14316.53411,1,126
90861,"Female",52,"Non-Hispanic Black","College graduate or above",25444.403574,26606.126792,2,133
90862,"Male",14,"Mexican American",NA,25741.550913,24910.054053,2,127
90863,"Female",53,"Non-Hispanic Black","High school graduate/GED or equivalent",21338.429968,21384.244734,1,121
90864,"Female",4,"Other Hispanic",NA,16015.152025,16636.416764,1,123
90865,"Male",18,"Non-Hispanic White",NA,26996.297919,28192.25997,1,125
90866,"Male",7,"Non-Hispanic Black",NA,10440.280105,10783.973378,1,123
90867,"Male",11,"Mexican American",NA,21027.872832,28836.790134,1,129
90868,"Female",3,"Mexican American",NA,11659.173426,13061.965954,1,120
90869,"Male",10,"Other Race - Including Multi-Racial",NA,14835.760705,15324.152884,2,126
90870,"Male",11,"Other Race - Including Multi-Racial",NA,13130.403737,12994.24265,2,129
90871,"Female",36,"Non-Hispanic White","College graduate or above",105163.621179,108067.05744,2,129
90872,"Female",55,"Non-Hispanic White","High school graduate/GED or equivalent",60579.751747,62816.499557,2,127
90873,"Female",46,"Non-Hispanic Black","College graduate or above",25741.622055,25928.788024,1,119
90874,"Male",16,"Non-Hispanic White",NA,53813.395888,54902.323079,1,120
90875,"Male",46,"Non-Hispanic Black","Some college or AA degree",23549.644495,23918.871263,2,124
90876,"Male",16,"Non-Hispanic Black",NA,10218.326249,11911.452259,2,133
90877,"Female",14,"Non-Hispanic Black",NA,21554.73321,21209.397744,2,131
90878,"Male",64,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",8873.745084,8714.70443,1,127
90879,"Female",3,"Non-Hispanic Black",NA,13460.906721,13547.477941,2,131
90880,"Female",1,"Mexican American",NA,11158.073952,11655.927049,2,123
90881,"Female",7,"Non-Hispanic White",NA,29724.415374,29178.886054,1,131
90882,"Female",53,"Mexican American","High school graduate/GED or equivalent",12957.607843,13558.33135,2,133
90883,"Female",23,"Mexican American","Some college or AA degree",28564.431321,32405.522978,1,120
90884,"Male",5,"Other Race - Including Multi-Racial",NA,9889.316981,10085.11794,1,132
90885,"Male",20,"Non-Hispanic White","High school graduate/GED or equivalent",133452.660556,143150.257301,2,123
90886,"Male",35,"Mexican American","Less than 9th grade",24494.468888,26545.556862,1,120
90887,"Male",28,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",44356.655356,47684.935817,1,125
90888,"Female",14,"Mexican American",NA,16337.6439,19079.272192,2,130
90889,"Female",47,"Non-Hispanic White","Some college or AA degree",140846.545921,144723.454144,2,124
90890,"Female",54,"Other Hispanic","Some college or AA degree",21004.364747,21344.533998,2,123
90891,"Male",27,"Non-Hispanic Black","High school graduate/GED or equivalent",29682.637457,29388.885583,2,131
90892,"Male",80,"Non-Hispanic White","College graduate or above",34161.87995,36812.067986,2,125
90893,"Female",38,"Other Hispanic","High school graduate/GED or equivalent",24386.552292,0,1,128
90894,"Male",77,"Non-Hispanic White","Some college or AA degree",87465.681381,87241.569319,1,121
90895,"Female",49,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",31061.872345,31550.166385,2,122
90896,"Female",66,"Other Hispanic","Some college or AA degree",6533.383113,6703.836502,1,119
90897,"Male",2,"Mexican American",NA,9028.189317,9311.607268,1,133
90898,"Male",13,"Other Race - Including Multi-Racial",NA,14930.780604,14486.997786,2,128
90899,"Male",9,"Non-Hispanic White",NA,49433.147149,56673.934092,2,130
90900,"Female",73,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",23510.73116,29101.152492,1,132
90901,"Female",1,"Non-Hispanic White",NA,18164.237731,19474.175259,1,131
90902,"Male",23,"Mexican American","Some college or AA degree",40195.852548,42477.108932,1,122
90903,"Male",13,"Other Hispanic",NA,16297.818312,19019.583567,1,127
90904,"Male",39,"Non-Hispanic White","Some college or AA degree",28184.989047,29057.023927,1,131
90905,"Female",14,"Mexican American",NA,16303.355164,16198.414259,2,129
90906,"Male",31,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",17804.530266,18510.581958,2,124
90907,"Male",24,"Non-Hispanic White","High school graduate/GED or equivalent",56105.006427,59721.308538,2,120
90908,"Female",61,"Non-Hispanic Black","Some college or AA degree",21210.990176,20999.682476,2,126
90909,"Female",0,"Non-Hispanic Black",NA,5079.048476,0,1,124
90910,"Female",12,"Other Hispanic",NA,17642.676923,17571.691469,2,132
90911,"Female",19,"Mexican American",NA,17493.081834,20187.427842,1,126
90912,"Male",6,"Mexican American",NA,10767.174539,11060.255985,1,120
90913,"Male",25,"Other Race - Including Multi-Racial","College graduate or above",14039.810385,15332.47684,1,133
90914,"Female",23,"Non-Hispanic White","College graduate or above",97785.469334,110563.25294,2,122
90915,"Male",49,"Non-Hispanic White","College graduate or above",88392.503367,89134.10176,2,125
90916,"Female",9,"Non-Hispanic White",NA,39888.447028,39156.378219,2,121
90917,"Female",19,"Non-Hispanic White",NA,81039.898614,84994.983194,2,128
90918,"Female",15,"Other Race - Including Multi-Racial",NA,17349.630407,18898.640444,1,132
90919,"Female",28,"Mexican American","Less than 9th grade",22922.714407,24264.588802,1,120
90920,"Female",2,"Non-Hispanic White",NA,19340.329814,19467.415686,1,121
90921,"Male",8,"Non-Hispanic White",NA,47864.160717,47538.253114,1,126
90922,"Male",59,"Non-Hispanic Black","Some college or AA degree",21415.312076,21353.121868,1,125
90923,"Female",63,"Non-Hispanic White","Some college or AA degree",158531.685274,155749.294887,1,122
90924,"Female",33,"Other Race - Including Multi-Racial","College graduate or above",27642.220164,29344.264786,1,132
90925,"Female",23,"Other Hispanic","High school graduate/GED or equivalent",18249.042353,17921.268098,1,124
90926,"Female",28,"Other Race - Including Multi-Racial","College graduate or above",23407.852259,24468.433766,1,129
90927,"Male",63,"Mexican American","Less than 9th grade",8261.762664,8113.690331,1,127
90928,"Female",12,"Mexican American",NA,13123.557042,13130.348237,1,120
90929,"Female",65,"Other Race - Including Multi-Racial","Some college or AA degree",50296.216183,49826.658472,2,130
90930,"Female",76,"Non-Hispanic Black","College graduate or above",24381.498981,24355.274932,1,132
90931,"Female",35,"Mexican American","College graduate or above",37235.589023,38949.537878,2,127
90932,"Female",45,"Non-Hispanic White","Some college or AA degree",107794.053857,108055.854056,2,123
90933,"Female",4,"Other Hispanic",NA,11659.173426,12215.037196,1,120
90934,"Female",68,"Non-Hispanic White","Some college or AA degree",103500.92317,101684.377959,1,131
90935,"Female",0,"Non-Hispanic Black",NA,6500.416307,7540.135065,2,130
90936,"Male",10,"Non-Hispanic White",NA,37632.564677,42152.694482,2,126
90937,"Male",23,"Non-Hispanic White","Some college or AA degree",57018.811104,59284.102321,2,129
90938,"Male",55,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",23841.375506,24450.064071,2,120
90939,"Male",36,"Non-Hispanic White","College graduate or above",42646.057125,43965.512998,1,121
90940,"Female",8,"Non-Hispanic White",NA,45605.406367,44768.414756,1,122
90941,"Male",65,"Non-Hispanic White","High school graduate/GED or equivalent",29971.772198,30185.010271,1,125
90942,"Male",79,"Non-Hispanic White","Some college or AA degree",11568.836065,15993.380461,2,133
90943,"Male",25,"Other Race - Including Multi-Racial","College graduate or above",39830.161889,43497.38479,2,122
90944,"Male",73,"Mexican American","High school graduate/GED or equivalent",9973.582737,9914.546712,1,120
90945,"Male",17,"Mexican American",NA,14994.521567,14545.416109,2,124
90946,"Female",24,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",16353.754322,17081.542426,1,119
90947,"Male",9,"Other Race - Including Multi-Racial",NA,8167.049892,9307.153024,1,121
90948,"Male",1,"Non-Hispanic White",NA,21251.706914,21861.323017,2,125
90949,"Male",78,"Non-Hispanic White","College graduate or above",20164.80286,20281.319287,1,122
90950,"Female",3,"Mexican American",NA,11659.173426,12215.037196,1,120
90951,"Male",36,"Other Race - Including Multi-Racial","College graduate or above",26965.24372,27758.704259,1,132
90952,"Female",11,"Non-Hispanic Black",NA,10545.15261,10674.432922,2,132
90953,"Female",12,"Mexican American",NA,16940.802989,16831.758981,1,128
90954,"Male",55,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",127439.179965,130692.799771,1,130
90955,"Male",61,"Mexican American","Some college or AA degree",8083.00136,8295.484674,1,120
90956,"Female",29,"Non-Hispanic Black","College graduate or above",34068.859547,35585.019702,2,119
90957,"Female",5,"Non-Hispanic Black",NA,10489.692004,10903.593122,1,132
90958,"Male",58,"Non-Hispanic White","Some college or AA degree",115070.661476,123132.084017,2,126
90959,"Female",15,"Non-Hispanic White",NA,67276.169935,69253.208977,1,122
90960,"Male",9,"Non-Hispanic Black",NA,10615.210884,10931.553936,1,129
90961,"Male",71,"Non-Hispanic Black","Some college or AA degree",13295.49036,13920.936686,2,125
90962,"Female",0,"Non-Hispanic Black",NA,5612.320431,5885.613654,1,132
90963,"Male",39,"Non-Hispanic White","Some college or AA degree",75295.821679,77454.494362,1,131
90964,"Female",31,"Non-Hispanic White","College graduate or above",122282.526251,125658.594103,1,126
90965,"Female",15,"Other Hispanic",NA,26124.188011,25956.032688,2,124
90966,"Female",29,"Non-Hispanic Black","College graduate or above",25263.344381,25577.071059,2,124
90967,"Female",80,"Other Race - Including Multi-Racial","Some college or AA degree",21730.502328,23423.626036,2,119
90968,"Female",80,"Non-Hispanic White","High school graduate/GED or equivalent",36970.762703,42460.089584,2,125
90969,"Male",5,"Non-Hispanic White",NA,19023.395689,19177.778435,2,126
90970,"Female",46,"Mexican American","Less than 9th grade",24930.976512,25001.310511,1,128
90971,"Female",58,"Other Race - Including Multi-Racial","Some college or AA degree",138963.565032,138098.595826,2,127
90972,"Male",40,"Non-Hispanic Black","College graduate or above",18205.191793,17913.423276,2,133
90973,"Female",75,"Non-Hispanic White","Some college or AA degree",63658.541773,67009.943053,1,131
90974,"Male",11,"Non-Hispanic Black",NA,9961.020214,10350.805143,1,121
90975,"Female",80,"Non-Hispanic White","High school graduate/GED or equivalent",71028.651737,81574.809263,1,126
90976,"Male",80,"Other Race - Including Multi-Racial","Less than 9th grade",14427.465683,19843.463494,1,133
90977,"Female",80,"Non-Hispanic White","High school graduate/GED or equivalent",41459.220566,47614.982505,2,126
90978,"Male",5,"Non-Hispanic White",NA,33841.903567,34918.356818,1,119
90979,"Male",3,"Non-Hispanic Black",NA,13382.342432,14067.999083,2,132
90980,"Female",38,"Non-Hispanic Black","High school graduate/GED or equivalent",16662.47905,17403.667312,2,133
90981,"Female",61,"Mexican American","Less than 9th grade",9632.695762,9223.528226,1,120
90982,"Female",62,"Mexican American","High school graduate/GED or equivalent",9845.729657,9585.755282,1,127
90983,"Female",37,"Non-Hispanic White","High school graduate/GED or equivalent",49946.351575,51325.307973,2,131
90984,"Male",1,"Non-Hispanic Black",NA,8766.968294,9168.218685,1,124
90985,"Female",6,"Mexican American",NA,11533.921912,11441.149716,1,121
90986,"Female",74,"Non-Hispanic White","Some college or AA degree",99216.790391,103575.008925,2,123
90987,"Male",57,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",26391.7632,0,1,121
90988,"Male",32,"Other Race - Including Multi-Racial","College graduate or above",106737.028394,110039.439179,2,128
90989,"Female",18,"Other Hispanic",NA,11190.638112,11380.876761,1,123
90990,"Male",19,"Mexican American",NA,23460.560028,23238.264619,1,133
90991,"Female",19,"Other Race - Including Multi-Racial",NA,13686.154093,13530.640772,1,133
90992,"Male",73,"Non-Hispanic White","High school graduate/GED or equivalent",54416.382716,55187.999015,1,131
90993,"Male",59,"Other Race - Including Multi-Racial","College graduate or above",16707.332452,19543.327056,2,122
90994,"Female",21,"Non-Hispanic White","High school graduate/GED or equivalent",85440.149055,85613.311101,2,124
90995,"Male",61,"Non-Hispanic Black","Some college or AA degree",15613.121835,15515.034387,2,130
90996,"Female",5,"Other Hispanic",NA,28301.103207,31706.196747,2,127
90997,"Male",7,"Non-Hispanic Black",NA,10615.210884,10931.553936,1,129
90998,"Female",0,"Non-Hispanic Black",NA,5396.70606,6404.810399,2,131
90999,"Female",66,"Mexican American","High school graduate/GED or equivalent",9845.729657,9585.755282,1,127
91000,"Male",19,"Non-Hispanic Black",NA,11389.999177,11582.791933,2,129
91001,"Female",80,"Non-Hispanic White","Some college or AA degree",45270.693793,50228.242717,2,129
91002,"Male",59,"Other Hispanic","High school graduate/GED or equivalent",19922.505611,20601.966992,2,133
91003,"Male",14,"Other Race - Including Multi-Racial",NA,10067.301546,9826.415696,2,130
91004,"Male",63,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",14637.30172,15623.474187,2,130
91005,"Male",0,"Non-Hispanic White",NA,11291.50172,11306.273406,1,130
91006,"Male",5,"Non-Hispanic White",NA,32502.429634,37391.328336,1,130
91007,"Female",10,"Mexican American",NA,9793.625027,9759.14402,1,120
